Date,Vol,BidAsk,Price,BidAskCum
2022-10-03 12:28:26,130,34,3664.5,13256
2022-10-03 12:28:27,169,-34,3664.5,13222
2022-10-03 12:28:28,25,-2,3664.25,13220
2022-10-03 12:28:29,55,-4,3664.25,13216
2022-10-03 12:28:30,20,5,3664.25,13221
2022-10-03 12:28:31,5,2,3664.25,13223
2022-10-03 12:28:32,125,5,3664.25,13228
2022-10-03 12:28:33,34,-8,3664.25,13220
2022-10-03 12:28:34,25,2,3664.5,13222
2022-10-03 12:28:35,47,-2,3664.5,13220
2022-10-03 12:28:36,205,-100,3664.5,13120
2022-10-03 12:28:37,61,1,3663.75,13121
2022-10-03 12:28:38,12,-12,3663.25,13109
2022-10-03 12:28:39,9,5,3663.25,13114
2022-10-03 12:28:40,1,-1,3663.0,13113
2022-10-03 12:28:41,84,-5,3663.0,13108
2022-10-03 12:28:42,8,1,3662.75,13109
2022-10-03 12:28:43,45,-2,3663.0,13107
2022-10-03 12:28:44,21,14,3663.25,13121
2022-10-03 12:28:45,38,-9,3663.25,13112
2022-10-03 12:28:46,21,10,3663.0,13122
2022-10-03 12:28:47,38,4,3663.25,13126
2022-10-03 12:28:48,146,-33,3662.75,13093
2022-10-03 12:28:49,1,-1,3662.5,13092
2022-10-03 12:28:50,2,2,3662.75,13094
2022-10-03 12:28:51,41,26,3663.0,13120
2022-10-03 12:28:52,46,-25,3662.75,13095
2022-10-03 12:28:53,4,2,3662.75,13097
2022-10-03 12:28:54,36,-1,3662.75,13096
2022-10-03 12:28:55,59,9,3663.0,13105
2022-10-03 12:28:56,20,-10,3663.0,13095
2022-10-03 12:28:57,36,-3,3662.75,13092
2022-10-03 12:28:58,29,-4,3662.75,13088
2022-10-03 12:28:59,33,-16,3663.0,13072
2022-10-03 12:29:00,68,-15,3662.75,13057
2022-10-03 12:29:01,37,-4,3662.75,13053
2022-10-03 12:29:02,18,0,3662.75,13053
2022-10-03 12:29:03,16,-4,3662.75,13049
2022-10-03 12:29:04,70,26,3663.0,13075
2022-10-03 12:29:05,44,5,3663.25,13080
2022-10-03 12:29:06,16,-2,3663.25,13078
2022-10-03 12:29:07,12,-6,3663.25,13072
2022-10-03 12:29:08,21,10,3663.5,13082
2022-10-03 12:29:09,19,-1,3663.25,13081
2022-10-03 12:29:10,59,10,3663.75,13091
2022-10-03 12:29:11,35,-8,3663.75,13083
2022-10-03 12:29:12,78,20,3664.0,13103
2022-10-03 12:29:13,11,7,3664.0,13110
2022-10-03 12:29:14,65,-14,3663.75,13096
2022-10-03 12:29:15,5,-4,3663.5,13092
2022-10-03 12:29:16,31,17,3663.75,13109
2022-10-03 12:29:17,19,4,3664.0,13113
2022-10-03 12:29:18,1,1,3664.0,13114
2022-10-03 12:29:19,77,23,3664.0,13137
2022-10-03 12:29:20,18,0,3663.75,13137
2022-10-03 12:29:21,27,-14,3663.75,13123
2022-10-03 12:29:22,75,22,3664.0,13145
2022-10-03 12:29:23,28,-1,3664.25,13144
2022-10-03 12:29:24,31,-18,3664.0,13126
2022-10-03 12:29:25,2,-2,3663.75,13124
2022-10-03 12:29:26,14,0,3664.0,13124
2022-10-03 12:29:27,29,5,3663.75,13129
2022-10-03 12:29:28,20,3,3663.5,13132
2022-10-03 12:29:29,5,3,3663.5,13135
2022-10-03 12:29:30,13,9,3663.75,13144
2022-10-03 12:29:31,35,-6,3663.75,13138
2022-10-03 12:29:32,11,0,3663.75,13138
2022-10-03 12:29:33,20,-3,3663.5,13135
2022-10-03 12:29:34,15,0,3663.5,13135
2022-10-03 12:29:35,18,3,3663.25,13138
2022-10-03 12:29:36,3,-3,3663.0,13135
2022-10-03 12:29:37,92,-24,3663.25,13111
2022-10-03 12:29:38,50,-1,3662.75,13110
2022-10-03 12:29:39,19,-3,3663.0,13107
2022-10-03 12:29:40,14,-1,3663.0,13106
2022-10-03 12:29:41,18,11,3663.0,13117
2022-10-03 12:29:42,120,60,3663.25,13177
2022-10-03 12:29:43,14,-4,3663.25,13173
2022-10-03 12:29:44,49,-21,3663.0,13152
2022-10-03 12:29:45,1,-1,3663.0,13151
2022-10-03 12:29:46,68,23,3663.25,13174
2022-10-03 12:29:47,27,16,3663.5,13190
2022-10-03 12:29:48,1,-1,3663.25,13189
2022-10-03 12:29:50,122,-32,3663.5,13157
2022-10-03 12:29:51,3,-2,3663.25,13155
2022-10-03 12:29:52,7,-3,3663.5,13152
2022-10-03 12:29:53,41,5,3663.25,13157
2022-10-03 12:29:54,9,-1,3663.5,13156
2022-10-03 12:29:55,41,12,3663.5,13168
2022-10-03 12:29:56,17,-3,3663.25,13165
2022-10-03 12:29:57,34,-14,3663.0,13151
2022-10-03 12:29:58,119,-21,3663.0,13130
2022-10-03 12:29:59,90,-19,3662.75,13111
2022-10-03 12:30:00,110,-18,3662.75,13093
2022-10-03 12:30:01,28,-4,3662.5,13089
2022-10-03 12:30:02,12,-9,3662.5,13080
2022-10-03 12:30:03,77,15,3663.0,13095
2022-10-03 12:30:04,8,3,3663.0,13098
2022-10-03 12:30:05,37,-4,3663.0,13094
2022-10-03 12:30:06,10,7,3662.75,13101
2022-10-03 12:30:07,11,7,3662.75,13108
2022-10-03 12:30:08,47,-8,3662.75,13100
2022-10-03 12:30:09,25,2,3662.75,13102
2022-10-03 12:30:10,119,-61,3663.0,13041
2022-10-03 12:30:11,18,-8,3662.75,13033
2022-10-03 12:30:12,11,9,3662.75,13042
2022-10-03 12:30:13,33,-1,3663.0,13041
2022-10-03 12:30:14,55,-24,3662.75,13017
2022-10-03 12:30:15,93,-25,3662.5,12992
2022-10-03 12:30:16,29,-15,3662.25,12977
2022-10-03 12:30:17,54,0,3662.25,12977
2022-10-03 12:30:18,111,-69,3662.25,12908
2022-10-03 12:30:19,73,7,3662.25,12915
2022-10-03 12:30:20,44,3,3662.5,12918
2022-10-03 12:30:21,47,-16,3662.0,12902
2022-10-03 12:30:22,54,-8,3661.5,12894
2022-10-03 12:30:23,78,18,3662.0,12912
2022-10-03 12:30:24,59,10,3662.25,12922
2022-10-03 12:30:25,39,-18,3662.0,12904
2022-10-03 12:30:26,1,1,3661.75,12905
2022-10-03 12:30:27,58,-22,3661.75,12883
2022-10-03 12:30:28,33,-8,3661.5,12875
2022-10-03 12:30:29,297,-82,3661.25,12793
2022-10-03 12:30:30,29,2,3660.75,12795
2022-10-03 12:30:31,47,-15,3660.75,12780
2022-10-03 12:30:32,70,-46,3660.75,12734
2022-10-03 12:30:33,81,8,3660.75,12742
2022-10-03 12:30:34,55,7,3660.75,12749
2022-10-03 12:30:35,76,-40,3660.75,12709
2022-10-03 12:30:36,27,0,3660.5,12709
2022-10-03 12:30:37,11,-5,3660.75,12704
2022-10-03 12:30:38,62,25,3661.25,12729
2022-10-03 12:30:39,34,-2,3661.0,12727
2022-10-03 12:30:40,47,0,3661.25,12727
2022-10-03 12:30:41,40,12,3661.25,12739
2022-10-03 12:30:42,58,-10,3661.25,12729
2022-10-03 12:30:43,16,1,3661.0,12730
2022-10-03 12:30:44,33,-10,3660.75,12720
2022-10-03 12:30:45,63,7,3661.0,12727
2022-10-03 12:30:46,31,9,3660.75,12736
2022-10-03 12:30:47,33,2,3661.0,12738
2022-10-03 12:30:48,45,-6,3661.0,12732
2022-10-03 12:30:49,60,5,3661.0,12737
2022-10-03 12:30:50,47,-18,3661.25,12719
2022-10-03 12:30:51,102,-37,3660.75,12682
2022-10-03 12:30:52,25,14,3660.75,12696
2022-10-03 12:30:53,5,-5,3660.5,12691
2022-10-03 12:30:54,69,22,3661.0,12713
2022-10-03 12:30:55,29,-4,3661.25,12709
2022-10-03 12:30:56,22,-12,3661.0,12697
2022-10-03 12:30:57,41,-6,3661.0,12691
2022-10-03 12:30:58,22,14,3660.75,12705
2022-10-03 12:30:59,33,6,3661.0,12711
2022-10-03 12:31:00,40,-4,3661.0,12707
2022-10-03 12:31:01,80,-19,3660.75,12688
2022-10-03 12:31:02,44,9,3660.75,12697
2022-10-03 12:31:03,450,-111,3660.5,12586
2022-10-03 12:31:04,64,-26,3660.0,12560
2022-10-03 12:31:05,75,-2,3660.0,12558
2022-10-03 12:31:06,56,18,3660.25,12576
2022-10-03 12:31:07,132,-3,3660.25,12573
2022-10-03 12:31:08,74,-5,3660.75,12568
2022-10-03 12:31:09,11,-6,3660.5,12562
2022-10-03 12:31:10,104,-2,3660.25,12560
2022-10-03 12:31:11,57,1,3660.5,12561
2022-10-03 12:31:12,34,15,3660.5,12576
2022-10-03 12:31:13,65,10,3660.75,12586
2022-10-03 12:31:14,10,3,3660.75,12589
2022-10-03 12:31:15,9,4,3661.0,12593
2022-10-03 12:31:16,175,34,3661.0,12627
2022-10-03 12:31:17,32,14,3661.0,12641
2022-10-03 12:31:18,77,37,3661.5,12678
2022-10-03 12:31:19,57,-56,3661.5,12622
2022-10-03 12:31:20,75,-28,3661.0,12594
2022-10-03 12:31:21,1,1,3660.5,12595
2022-10-03 12:31:22,25,19,3660.75,12614
2022-10-03 12:31:23,34,-19,3660.5,12595
2022-10-03 12:31:24,38,16,3660.5,12611
2022-10-03 12:31:25,5,-2,3660.5,12609
2022-10-03 12:31:26,5,-3,3660.5,12606
2022-10-03 12:31:27,10,-7,3660.5,12599
2022-10-03 12:31:28,61,-10,3660.5,12589
2022-10-03 12:31:29,20,3,3660.5,12592
2022-10-03 12:31:30,49,-21,3660.25,12571
2022-10-03 12:31:31,2,2,3660.5,12573
2022-10-03 12:31:32,75,3,3660.5,12576
2022-10-03 12:31:33,5,-5,3660.25,12571
2022-10-03 12:31:34,37,6,3660.5,12577
2022-10-03 12:31:35,25,-4,3660.5,12573
2022-10-03 12:31:36,5,-1,3660.5,12572
2022-10-03 12:31:37,52,-8,3660.5,12564
2022-10-03 12:31:38,19,-3,3660.5,12561
2022-10-03 12:31:39,3,3,3660.5,12564
2022-10-03 12:31:40,1,-1,3660.25,12563
2022-10-03 12:31:41,40,5,3660.75,12568
2022-10-03 12:31:42,9,-3,3660.5,12565
2022-10-03 12:31:43,20,-3,3660.25,12562
2022-10-03 12:31:44,11,5,3660.5,12567
2022-10-03 12:31:45,26,-11,3660.5,12556
2022-10-03 12:31:46,17,3,3660.25,12559
2022-10-03 12:31:47,2,-2,3660.0,12557
2022-10-03 12:31:48,23,-5,3660.25,12552
2022-10-03 12:31:50,79,-6,3660.25,12546
2022-10-03 12:31:51,60,17,3660.25,12563
2022-10-03 12:31:52,13,5,3660.25,12568
2022-10-03 12:31:53,3,-1,3660.25,12567
2022-10-03 12:31:54,20,-8,3660.25,12559
2022-10-03 12:31:55,24,-2,3660.25,12557
2022-10-03 12:31:56,17,2,3660.25,12559
2022-10-03 12:31:57,10,-1,3660.25,12558
2022-10-03 12:31:58,55,-8,3660.25,12550
2022-10-03 12:31:59,9,-8,3660.0,12542
2022-10-03 12:32:00,36,4,3660.5,12546
2022-10-03 12:32:01,85,-12,3660.5,12534
2022-10-03 12:32:02,15,6,3660.25,12540
2022-10-03 12:32:03,12,8,3660.5,12548
2022-10-03 12:32:04,36,-2,3660.5,12546
2022-10-03 12:32:05,14,-9,3660.25,12537
2022-10-03 12:32:06,21,19,3660.75,12556
2022-10-03 12:32:07,87,10,3661.5,12566
2022-10-03 12:32:08,32,11,3661.25,12577
2022-10-03 12:32:09,83,27,3661.5,12604
2022-10-03 12:32:10,30,1,3661.5,12605
2022-10-03 12:32:11,11,-5,3661.5,12600
2022-10-03 12:32:12,20,-2,3661.5,12598
2022-10-03 12:32:13,115,49,3662.0,12647
2022-10-03 12:32:14,171,38,3662.5,12685
2022-10-03 12:32:15,30,0,3662.0,12685
2022-10-03 12:32:16,23,-9,3662.0,12676
2022-10-03 12:32:17,16,3,3662.25,12679
2022-10-03 12:32:18,10,3,3662.25,12682
2022-10-03 12:32:19,36,3,3662.25,12685
2022-10-03 12:32:20,140,14,3662.5,12699
2022-10-03 12:32:21,29,5,3662.0,12704
2022-10-03 12:32:22,1,1,3662.25,12705
2022-10-03 12:32:23,62,12,3662.5,12717
2022-10-03 12:32:24,7,3,3662.5,12720
2022-10-03 12:32:25,93,-33,3662.25,12687
2022-10-03 12:32:26,9,-1,3661.75,12686
2022-10-03 12:32:27,37,4,3662.0,12690
2022-10-03 12:32:28,20,9,3662.0,12699
2022-10-03 12:32:29,22,8,3662.0,12707
2022-10-03 12:32:30,66,-16,3662.5,12691
2022-10-03 12:32:31,88,-37,3662.25,12654
2022-10-03 12:32:32,54,-1,3662.5,12653
2022-10-03 12:32:33,26,-7,3662.25,12646
2022-10-03 12:32:34,3,3,3662.25,12649
2022-10-03 12:32:35,20,17,3662.5,12666
2022-10-03 12:32:36,37,4,3662.5,12670
2022-10-03 12:32:37,61,12,3662.25,12682
2022-10-03 12:32:38,3,-1,3662.25,12681
2022-10-03 12:32:39,22,-8,3662.25,12673
2022-10-03 12:32:40,44,9,3662.5,12682
2022-10-03 12:32:41,53,-23,3662.25,12659
2022-10-03 12:32:42,51,19,3662.75,12678
2022-10-03 12:32:43,3,1,3662.75,12679
2022-10-03 12:32:44,43,26,3663.0,12705
2022-10-03 12:32:45,32,-16,3663.0,12689
2022-10-03 12:32:46,11,5,3663.0,12694
2022-10-03 12:32:47,32,6,3663.25,12700
2022-10-03 12:32:48,182,58,3664.0,12758
2022-10-03 12:32:49,52,-5,3663.75,12753
2022-10-03 12:32:50,51,-11,3663.75,12742
2022-10-03 12:32:51,55,-14,3663.75,12728
2022-10-03 12:32:52,34,-12,3663.75,12716
2022-10-03 12:32:53,13,2,3663.75,12718
2022-10-03 12:32:54,127,14,3663.75,12732
2022-10-03 12:32:55,34,-10,3663.75,12722
2022-10-03 12:32:56,71,-31,3663.25,12691
2022-10-03 12:32:57,100,36,3663.25,12727
2022-10-03 12:32:58,17,-15,3662.75,12712
2022-10-03 12:32:59,44,17,3663.5,12729
2022-10-03 12:33:00,42,5,3663.5,12734
2022-10-03 12:33:01,3,-1,3663.25,12733
2022-10-03 12:33:02,18,16,3663.25,12749
2022-10-03 12:33:03,40,-4,3663.5,12745
2022-10-03 12:33:04,17,1,3663.5,12746
2022-10-03 12:33:05,44,-4,3663.5,12742
2022-10-03 12:33:06,17,2,3663.5,12744
2022-10-03 12:33:07,2,2,3663.5,12746
2022-10-03 12:33:08,34,14,3663.5,12760
2022-10-03 12:33:09,11,8,3663.75,12768
2022-10-03 12:33:10,22,-7,3663.75,12761
2022-10-03 12:33:11,8,-4,3663.75,12757
2022-10-03 12:33:12,15,-6,3664.0,12751
2022-10-03 12:33:13,252,-20,3664.0,12731
2022-10-03 12:33:14,114,-58,3663.75,12673
2022-10-03 12:33:15,17,1,3663.75,12674
2022-10-03 12:33:16,326,-42,3663.75,12632
2022-10-03 12:33:17,37,7,3664.0,12639
2022-10-03 12:33:19,55,-1,3664.0,12638
2022-10-03 12:33:20,193,-47,3663.75,12591
2022-10-03 12:33:21,10,3,3663.5,12594
2022-10-03 12:33:22,96,6,3663.75,12600
2022-10-03 12:33:23,108,-46,3663.5,12554
2022-10-03 12:33:24,6,-2,3663.5,12552
2022-10-03 12:33:25,6,2,3663.5,12554
2022-10-03 12:33:26,3,0,3663.5,12554
2022-10-03 12:33:27,15,0,3663.5,12554
2022-10-03 12:33:28,42,1,3663.5,12555
2022-10-03 12:33:29,90,-21,3663.5,12534
2022-10-03 12:33:30,149,-12,3663.25,12522
2022-10-03 12:33:31,188,16,3663.5,12538
2022-10-03 12:33:32,71,2,3663.25,12540
2022-10-03 12:33:33,10,6,3663.5,12546
2022-10-03 12:33:34,8,1,3663.5,12547
2022-10-03 12:33:35,15,-13,3663.5,12534
2022-10-03 12:33:36,52,1,3663.25,12535
2022-10-03 12:33:37,1,-1,3663.25,12534
2022-10-03 12:33:38,112,26,3663.5,12560
2022-10-03 12:33:39,67,16,3663.5,12576
2022-10-03 12:33:41,7,4,3663.75,12580
2022-10-03 12:33:42,47,-21,3663.5,12559
2022-10-03 12:33:43,141,23,3664.0,12582
2022-10-03 12:33:44,96,0,3664.25,12582
2022-10-03 12:33:45,70,-34,3664.25,12548
2022-10-03 12:33:46,8,5,3664.0,12553
2022-10-03 12:33:47,5,0,3664.25,12553
2022-10-03 12:33:48,86,-27,3664.25,12526
2022-10-03 12:33:49,17,-9,3664.25,12517
2022-10-03 12:33:50,61,25,3664.25,12542
2022-10-03 12:33:51,59,32,3664.25,12574
2022-10-03 12:33:52,21,17,3664.25,12591
2022-10-03 12:33:53,124,-82,3664.25,12509
2022-10-03 12:33:54,22,-6,3664.25,12503
2022-10-03 12:33:55,67,-15,3664.0,12488
2022-10-03 12:33:56,172,67,3664.0,12555
2022-10-03 12:33:57,80,-17,3664.25,12538
2022-10-03 12:33:58,1,-1,3664.25,12537
2022-10-03 12:33:59,100,24,3664.75,12561
2022-10-03 12:34:00,110,-7,3664.75,12554
2022-10-03 12:34:01,42,18,3665.0,12572
2022-10-03 12:34:02,126,-8,3664.75,12564
2022-10-03 12:34:03,6,1,3664.75,12565
2022-10-03 12:34:04,15,7,3664.75,12572
2022-10-03 12:34:05,38,-15,3665.0,12557
2022-10-03 12:34:06,49,-18,3665.0,12539
2022-10-03 12:34:07,22,14,3665.0,12553
2022-10-03 12:34:08,120,9,3665.0,12562
2022-10-03 12:34:09,64,67,3665.25,12629
2022-10-03 12:34:10,1,1,3665.25,12630
2022-10-03 12:34:11,2,1,3665.25,12631
2022-10-03 12:34:12,75,-6,3665.5,12625
2022-10-03 12:34:13,41,-8,3665.5,12617
2022-10-03 12:34:14,54,17,3665.75,12634
2022-10-03 12:34:15,124,31,3666.0,12665
2022-10-03 12:34:16,73,-6,3666.0,12659
2022-10-03 12:34:17,191,36,3666.5,12695
2022-10-03 12:34:18,49,-16,3666.0,12679
2022-10-03 12:34:19,152,-46,3666.0,12633
2022-10-03 12:34:20,97,-12,3666.0,12621
2022-10-03 12:34:21,54,-19,3666.0,12602
2022-10-03 12:34:22,3,-3,3665.5,12599
2022-10-03 12:34:23,61,-27,3665.5,12572
2022-10-03 12:34:24,2,0,3665.5,12572
2022-10-03 12:34:25,20,-3,3665.25,12569
2022-10-03 12:34:26,29,-23,3665.25,12546
2022-10-03 12:34:27,24,-7,3665.0,12539
2022-10-03 12:34:28,36,-11,3665.25,12528
2022-10-03 12:34:29,12,-7,3665.0,12521
2022-10-03 12:34:30,2,-2,3665.0,12519
2022-10-03 12:34:31,33,-13,3665.0,12506
2022-10-03 12:34:32,16,8,3665.0,12514
2022-10-03 12:34:33,15,-2,3665.0,12512
2022-10-03 12:34:34,43,9,3665.25,12521
2022-10-03 12:34:35,5,-4,3665.0,12517
2022-10-03 12:34:36,18,10,3665.25,12527
2022-10-03 12:34:37,11,-10,3665.25,12517
2022-10-03 12:34:38,43,22,3665.5,12539
2022-10-03 12:34:39,18,14,3665.75,12553
2022-10-03 12:34:40,103,21,3666.0,12574
2022-10-03 12:34:41,1,-1,3666.0,12573
2022-10-03 12:34:42,179,-3,3666.5,12570
2022-10-03 12:34:43,60,-29,3666.0,12541
2022-10-03 12:34:44,118,-59,3666.0,12482
2022-10-03 12:34:45,106,-11,3666.0,12471
2022-10-03 12:34:46,31,7,3666.25,12478
2022-10-03 12:34:47,61,26,3666.5,12504
2022-10-03 12:34:48,6,-3,3666.5,12501
2022-10-03 12:34:49,6,1,3666.5,12502
2022-10-03 12:34:50,2,2,3666.5,12504
2022-10-03 12:34:51,8,5,3666.5,12509
2022-10-03 12:34:52,79,32,3666.75,12541
2022-10-03 12:34:53,22,10,3666.75,12551
2022-10-03 12:34:54,81,-11,3666.75,12540
2022-10-03 12:34:55,98,-24,3666.75,12516
2022-10-03 12:34:56,160,37,3666.75,12553
2022-10-03 12:34:57,18,13,3667.0,12566
2022-10-03 12:34:58,138,-24,3667.0,12542
2022-10-03 12:34:59,113,23,3666.75,12565
2022-10-03 12:35:00,23,-1,3666.75,12564
2022-10-03 12:35:01,103,-26,3666.75,12538
2022-10-03 12:35:02,4,0,3666.75,12538
2022-10-03 12:35:03,10,-8,3666.5,12530
2022-10-03 12:35:04,160,40,3667.0,12570
2022-10-03 12:35:05,71,-3,3667.0,12567
2022-10-03 12:35:06,63,8,3667.25,12575
2022-10-03 12:35:07,61,3,3666.75,12578
2022-10-03 12:35:08,46,-28,3666.75,12550
2022-10-03 12:35:09,44,-20,3666.5,12530
2022-10-03 12:35:10,27,-3,3666.25,12527
2022-10-03 12:35:11,26,18,3666.75,12545
2022-10-03 12:35:12,16,10,3667.0,12555
2022-10-03 12:35:13,64,6,3667.0,12561
2022-10-03 12:35:14,6,2,3667.0,12563
2022-10-03 12:35:15,262,-5,3667.25,12558
2022-10-03 12:35:16,103,-20,3667.25,12538
2022-10-03 12:35:17,26,-7,3667.25,12531
2022-10-03 12:35:18,37,-16,3667.0,12515
2022-10-03 12:35:19,20,-15,3667.0,12500
2022-10-03 12:35:20,87,37,3667.0,12537
2022-10-03 12:35:21,34,-16,3666.75,12521
2022-10-03 12:35:22,8,-3,3666.75,12518
2022-10-03 12:35:23,2,0,3667.0,12518
2022-10-03 12:35:24,28,13,3667.0,12531
2022-10-03 12:35:25,115,14,3667.25,12545
2022-10-03 12:35:26,13,5,3667.0,12550
2022-10-03 12:35:27,2,-2,3667.0,12548
2022-10-03 12:35:28,73,-21,3667.0,12527
2022-10-03 12:35:29,19,-1,3666.75,12526
2022-10-03 12:35:30,19,6,3666.75,12532
2022-10-03 12:35:31,12,-10,3666.75,12522
2022-10-03 12:35:32,66,-8,3666.75,12514
2022-10-03 12:35:33,32,-8,3666.5,12506
2022-10-03 12:35:34,26,-21,3666.5,12485
2022-10-03 12:35:35,6,-2,3666.25,12483
2022-10-03 12:35:36,47,13,3666.5,12496
2022-10-03 12:35:37,33,-2,3666.5,12494
2022-10-03 12:35:38,33,-5,3666.5,12489
2022-10-03 12:35:39,16,6,3666.5,12495
2022-10-03 12:35:40,46,10,3666.75,12505
2022-10-03 12:35:41,13,6,3667.0,12511
2022-10-03 12:35:42,21,7,3666.75,12518
2022-10-03 12:35:43,3,-1,3666.75,12517
2022-10-03 12:35:44,7,6,3666.75,12523
2022-10-03 12:35:45,21,16,3667.0,12539
2022-10-03 12:35:46,110,-24,3667.0,12515
2022-10-03 12:35:47,28,-7,3666.5,12508
2022-10-03 12:35:48,24,-3,3666.25,12505
2022-10-03 12:35:49,54,-14,3666.25,12491
2022-10-03 12:35:50,148,-102,3665.75,12389
2022-10-03 12:35:51,119,-9,3665.5,12380
2022-10-03 12:35:52,81,-17,3665.75,12363
2022-10-03 12:35:53,15,-10,3665.5,12353
2022-10-03 12:35:54,36,-10,3665.5,12343
2022-10-03 12:35:55,90,2,3665.25,12345
2022-10-03 12:35:56,50,9,3665.0,12354
2022-10-03 12:35:57,77,-8,3665.25,12346
2022-10-03 12:35:58,31,-23,3665.0,12323
2022-10-03 12:35:59,17,-14,3664.5,12309
2022-10-03 12:36:00,100,-2,3664.75,12307
2022-10-03 12:36:01,62,2,3664.75,12309
2022-10-03 12:36:02,6,1,3664.75,12310
2022-10-03 12:36:03,15,0,3664.75,12310
2022-10-03 12:36:05,30,24,3665.0,12334
2022-10-03 12:36:06,17,9,3665.0,12343
2022-10-03 12:36:07,54,19,3665.25,12362
2022-10-03 12:36:08,44,5,3665.75,12367
2022-10-03 12:36:09,37,9,3665.75,12376
2022-10-03 12:36:10,122,48,3666.25,12424
2022-10-03 12:36:11,63,9,3666.5,12433
2022-10-03 12:36:12,49,7,3666.5,12440
2022-10-03 12:36:13,104,26,3666.75,12466
2022-10-03 12:36:15,100,27,3666.75,12493
2022-10-03 12:36:16,42,9,3667.0,12502
2022-10-03 12:36:17,44,-2,3666.75,12500
2022-10-03 12:36:18,6,-4,3666.5,12496
2022-10-03 12:36:19,38,-17,3666.5,12479
2022-10-03 12:36:20,9,-9,3666.25,12470
2022-10-03 12:36:21,33,-4,3665.75,12466
2022-10-03 12:36:22,23,-3,3665.75,12463
2022-10-03 12:36:23,5,0,3665.75,12463
2022-10-03 12:36:24,16,15,3666.0,12478
2022-10-03 12:36:25,57,21,3666.25,12499
2022-10-03 12:36:26,15,3,3666.25,12502
2022-10-03 12:36:27,46,8,3666.5,12510
2022-10-03 12:36:28,19,-6,3666.25,12504
2022-10-03 12:36:29,9,2,3666.25,12506
2022-10-03 12:36:30,76,-17,3666.25,12489
2022-10-03 12:36:31,23,-17,3666.0,12472
2022-10-03 12:36:32,1,1,3666.0,12473
2022-10-03 12:36:33,5,1,3666.0,12474
2022-10-03 12:36:35,46,-16,3666.0,12458
2022-10-03 12:36:36,45,26,3666.25,12484
2022-10-03 12:36:37,255,-22,3666.25,12462
2022-10-03 12:36:38,108,-63,3666.0,12399
2022-10-03 12:36:39,95,24,3666.0,12423
2022-10-03 12:36:40,61,3,3666.0,12426
2022-10-03 12:36:41,34,13,3666.25,12439
2022-10-03 12:36:42,32,22,3666.25,12461
2022-10-03 12:36:43,49,11,3666.5,12472
2022-10-03 12:36:44,55,-4,3666.25,12468
2022-10-03 12:36:45,35,13,3666.25,12481
2022-10-03 12:36:46,14,10,3666.25,12491
2022-10-03 12:36:47,38,-13,3666.25,12478
2022-10-03 12:36:48,103,-29,3666.0,12449
2022-10-03 12:36:49,31,-3,3666.0,12446
2022-10-03 12:36:50,30,0,3665.75,12446
2022-10-03 12:36:51,29,7,3665.75,12453
2022-10-03 12:36:52,72,0,3665.75,12453
2022-10-03 12:36:54,15,-10,3665.75,12443
2022-10-03 12:36:55,13,6,3665.75,12449
2022-10-03 12:36:56,18,-1,3665.75,12448
2022-10-03 12:36:57,21,9,3666.0,12457
2022-10-03 12:37:00,31,-3,3666.0,12454
2022-10-03 12:37:01,47,-33,3665.75,12421
2022-10-03 12:37:02,40,21,3666.0,12442
2022-10-03 12:37:04,4,2,3666.25,12444
